fighter_id,name,birthdate,aka,associations,class_weight,wins,losses,draws,wins_by_ko_tko,wins_by_submission,wins_by_decision,wins_by_other,losses_by_ko_tko,losses_by_submission,losses_by_decision,losses_by_other,country,city,weight (lbs),sex,height,height (cm)
f9f3393e0ced48bc9e9efc83b98fa6f2,William Gomis,1997-06-13,The Jaguar,['MMA Factory'],Featherweight,14.0,3.0,0.0,7.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,France,Paris,145.0,M,6.0,182.88
ca5eed95d0904f0f827d4838f0e4ed25,Sam Patterson,1996-04-30,The Future,['Team Crossface'],Welterweight,13.0,2.0,0.0,5.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,England,Walford,170.0,M,6.4,195.07
21b9d6e156c34d0a950b535abe7d1650,Danny Barlow,1995-08-02,Left Hand 2 God,['Law School MMA'],Welterweight,9.0,1.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,United States,"Memphis, Tennessee",170.0,M,6.2,188.98
4bd0402f1b944f6da7665e546356dfd9,Mario Pinto,1998-03-14,,['Urban Warriors'],Heavyweight,10.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Portugal,Lisbon,247.0,M,6.5,198.12
af535bc2f81e4df2b77bf96628e34b43,Austen Lane,1987-11-09,,['Bulldog Boxing'],Heavyweight,13.0,6.0,1.0,11.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,United States,"Jacksonville, Florida",250.0,M,6.6,201.17
338b5a6e5d8d4fb8b73ee8798583cfcf,Jose Mariscal,1992-10-27,Chepe / Machine Gun,['Elevation Fight Team'],Featherweight,18.0,6.0,1.0,7.0,3.0,8.0,0.0,3.0,0.0,3.0,0.0,United States,"Cicero, Illinois",145.0,M,5.6,170.69
1919df2616a0480e94450d1ac349a10d,Ricardo Ramos,1995-08-01,Carcacinha,['Team Alpha Male'],Featherweight,17.0,7.0,0.0,4.0,7.0,6.0,0.0,2.0,3.0,2.0,0.0,Brazil,"Campinas, Sao Paulo",145.0,M,5.9,179.83
3f6b119879de49c8ba2b0631948f816d,Danny Silva,1997-01-30,Puma,"['CSW', 'UFC Gym Costa Mesa']",Featherweight,10.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,United States,"Santa Ana, California",145.0,M,5.11,155.75
0dffe27d36ce42239687cbce9405e110,Lucas Almeida,1991-01-31,,['MMA Sorocaba'],Lightweight,15.0,4.0,0.0,9.0,5.0,1.0,0.0,1.0,1.0,2.0,0.0,Brazil,"Sorocaba, Sao Paulo",148.0,M,6.0,182.88
2b62c414347d41efb42c050a6966574f,J.J. Aldrich,1992-06-11,,"['Freedom Fighters', '303 Training Center']",Flyweight,14.0,7.0,0.0,3.0,0.0,11.0,0.0,1.0,2.0,4.0,0.0,United States,"Westminster, Colorado",125.0,M,5.5,167.64
b4180c323af54be99cd382e595a2ea17,Andrea Lee,1989-02-11,KGB,['Karate Mafia'],Flyweight,13.0,11.0,0.0,3.0,5.0,5.0,0.0,0.0,1.0,10.0,0.0,United States,"Shreveport, Louisiana",125.0,F,5.6,170.69
8659758db60447d3b5de62efd76787cc,Ramazonbek Temirov,1997-01-31,Temurlan,['Muradov Legion Team'],Flyweight,19.0,3.0,0.0,11.0,1.0,7.0,0.0,0.0,1.0,2.0,0.0,Uzbekistan,Kashkadarya,126.0,M,5.5,167.64
88818c907d5f40c1bcc4433cc1e52170,Charles Johnson,1991-01-10,InnerG,['Murcielago MMA'],Flyweight,17.0,7.0,0.0,7.0,3.0,7.0,0.0,0.0,0.0,7.0,0.0,United States,"St. Louis, Missouri",125.0,M,5.9,179.83
7c3bcde57efd42ccaca662360bc7e01e,Yadong Song,1997-12-02,Kung Fu Kid,['Team Alpha Male'],Bantamweight,22.0,8.0,1.0,9.0,3.0,10.0,0.0,2.0,0.0,5.0,1.0,China,Tianjin,135.0,M,5.8,176.78
7986ef7bb8e845b091db4e28cba24db6,Henry Cejudo,1987-02-09,The Messenger,['Fight Ready'],Bantamweight,16.0,5.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0,4.0,0.0,United States,"Phoenix, Arizona",135.0,M,5.4,164.59
5eefdce0ae7a4c709b1491a4c806e7bd,Anthony Hernandez,1993-10-18,Fluffy,['MMA Gold Fight Team'],Middleweight,14.0,2.0,1.0,3.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,United States,"Dunnigan, California",185.0,M,6.0,182.88
c9521bc9fdcb4083a706c3d97effddf4,Brendan Allen,1995-12-28,All In,['Kill Cliff FC'],Middleweight,24.0,7.0,0.0,5.0,14.0,5.0,0.0,2.0,1.0,4.0,0.0,United States,"Milwaukee, Wisconsin",185.0,M,6.2,188.98
5b728edcfb2b48909221a58b183c4be1,Rob Font,1987-06-25,,['New England Cartel'],Featherweight,22.0,8.0,0.0,9.0,4.0,9.0,0.0,0.0,1.0,7.0,0.0,United States,"Boston, Massachusetts",138.0,M,5.8,176.78
a7a80b3e43c2491ea9743d36e61f5997,Jean Matsumoto,1999-09-09,,['Inside MMA'],Featherweight,16.0,1.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,Brazil,"Braganca Paulista, Sao Paulo",139.0,M,5.6,170.69
6dc33e331afd437d8cd8f5bc098bfa40,Melsik Baghdasaryan,1992-01-28,The Gun,['Glendale Fighting Club'],Featherweight,8.0,3.0,0.0,5.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,United States,"Glendale, California",145.0,M,5.8,176.78
5d977fc97adb4df888c4e25031679eaa,Alonzo Menifield,1987-10-18,Atomic,['Saekson Muay Thai'],Light Heavyweight,16.0,5.0,0.0,10.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,United States,"Dallas, Texas",205.0,M,6.0,182.88
926f7ef9e35642a1a1070ccf011487d6,Julius Walker,1999-07-16,Juice Box,['Team Fusion'],Light Heavyweight,6.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,United States,"Springfield, Missouri",205.0,M,6.4,195.07
8999105c8f0d4b92834cbdd0d4277880,Ibo Aslan,1996-04-23,The Last Ottoman,['Gym 23'],Light Heavyweight,14.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Turkey,Istanbul,205.0,M,6.3,192.02
afd57ab2545d4a6db4a277568cf1a842,Andre Fili,1990-06-25,Touchy,['Team Alpha Male'],Featherweight,24.0,12.0,1.0,10.0,3.0,11.0,0.0,4.0,3.0,5.0,0.0,United States,"Sacramento, California",145.0,M,5.1,155.45
bf6f681cf16041489aaf9944275ea696,Mansur Abdul-Malik,1997-10-07,,['MMA Masters'],Middleweight,8.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,"Columbia, Maryland",185.0,M,6.2,188.98
bfa07b86795146f2ac1bf50f5b042a01,Nick Klein,1995-09-08,Blue Collar,['Pura Vida BJJ'],Middleweight,6.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,United States,"Plymouth, Wisconsin",185.0,M,6.1,185.93
47ce19d6bfc744078f19a3a9e29ed312,Ricky Simon,1992-08-31,,['American Top Team Portland'],Bantamweight,21.0,6.0,0.0,7.0,4.0,10.0,0.0,2.0,1.0,3.0,0.0,United States,"Vancouver, Washington",135.0,M,5.6,170.69
596060e4f7ad4d36b0724e228feee9e1,Javid Basharat,1995-09-07,The Snow Leopard,['Xtreme Couture'],Bantamweight,14.0,2.0,1.0,5.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,England,London,135.0,M,5.7,173.74
76b3a706c2d94d95965aed7b6ddf9446,Austin Vanderford,1990-03-21,The Gentleman,['Gracie Barra Portland'],Middleweight,13.0,2.0,0.0,5.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,United States,"Portland, Oregon",175.0,M,5.11,155.75
a9a2e6b2029c4e60b1f9143fd3120696,Nikolay Veretennikov,1989-12-22,,['Kings MMA'],Middleweight,12.0,6.0,0.0,9.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,Kazakhstan,Astana,175.0,M,6.0,182.88
082bdd4b4d544161b69b0442102756e5,Nursulton Ruziboev,1993-11-19,Black,"['UZB Patriot', 'Renzo Gracie Philly']",Middleweight,35.0,9.0,2.0,13.0,20.0,2.0,0.0,1.0,1.0,7.0,0.0,Uzbekistan,Tashkent,185.0,M,6.5,198.12
743601884d1b4c6ea5076e2b60a125bc,Eric McConico,1990-05-09,,['MMA Lab'],Middleweight,9.0,3.0,0.0,4.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,United States,"Corvallis, Oregon",185.0,M,6.0,182.88
206979cef7894c55970ba4d48f60fdcf,Raffael Cerqueira,1990-03-15,The Lion,"['CTJ Judo & Jiu-Jitsu', 'Galpao da Luta']",Light Heavyweight,11.0,2.0,0.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,Brazil,"Salvador, Bahia",205.0,M,6.3,192.02
a502c91f62e149f3b3eb57437e326775,Jared Cannonier,1984-03-16,The Killa Gorilla,['MMA Lab'],Middleweight,18.0,8.0,0.0,11.0,2.0,5.0,0.0,3.0,0.0,5.0,0.0,United States,"Anchorage, Alaska",185.0,M,6.0,182.88
0c505552837847d2b6092bdf04f2b6c1,Gregory Rodrigues,1992-02-17,RoboCop,['Kill Cliff FC'],Middleweight,16.0,6.0,0.0,10.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,Brazil,"Porto Velho, Rondonia",185.0,M,6.3,192.02
06f47aa43ad746dcaf724f75fa902be8,Youssef Zalal,1996-09-04,The Moroccan Devil,['Factory X'],Featherweight,17.0,5.0,0.0,4.0,9.0,4.0,0.0,0.0,0.0,5.0,0.0,United States,"Englewood, Colorado",145.0,M,5.1,155.45
95962e7656c441a0b5165cfb7a4d65f1,Calvin Kattar,1988-03-26,The Boston Finisher,"['Carlos Neto BJJ', 'Team Sityodtong']",Featherweight,23.0,9.0,0.0,11.0,2.0,10.0,0.0,1.0,1.0,7.0,0.0,United States,"Methuen, Massachusetts",145.0,M,5.11,155.75
d4c64dbf49ef47959a092a507a2cf566,Edmen Shahbazyan,1997-11-20,The Golden Boy,['Xtreme Couture'],Middleweight,14.0,5.0,0.0,12.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,United States,"Los Angeles, California",185.0,M,6.2,188.98
2e336342d5da46ad82e436284b433e97,Dylan Budka,2000-01-14,The Mindless Hulk,['Demolition Fight Team'],Middleweight,7.0,5.0,0.0,1.0,2.0,4.0,0.0,2.0,1.0,2.0,0.0,United States,"Findlay, Ohio",185.0,M,5.11,155.75
603cc94b8ff9487d856d6af7dea194d4,Nazim Sadykhov,1994-05-16,Black Wolf,['Longo-Weidman MMA'],Lightweight,10.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,Azerbaijan,Baku,155.0,M,5.1,155.45
43a91531d95643b2878c15e7a6ebda9a,Ismael Bonfim,1995-12-28,Marreta,['Bonfim Brothers'],Lightweight,20.0,5.0,0.0,9.0,4.0,7.0,0.0,1.0,4.0,0.0,0.0,Brazil,"Brasilia, Federal District",155.0,M,5.9,179.83
f1e70b8b768540abb15a41ad6dcdd766,Andre Petroski,1991-06-12,,['Renzo Gracie Philly'],Middleweight,13.0,3.0,0.0,4.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,United States,"Springfield, Pennsylvania",186.0,M,6.0,182.88
47a99104b49641e3826344d956743caa,Rodolfo Vieira,1989-09-25,The Black Belt Hunter,['Fusion X-Cel Performance'],Middleweight,10.0,3.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,Brazil,"Rio de Janeiro, Rio de Janeiro",185.0,M,5.11,155.75
c0cc0bb10da24c8db2fc5301b0c10a61,Jose Delgado,1998-04-21,,['MMA Lab'],Featherweight,9.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,United States,"Phoenix, Arizona",145.0,M,5.11,155.75
6a6eafebef034f70b362831e00262dbf,Connor Matthews,1992-05-31,Bad News,['Lakeville MMA & Fitness'],Featherweight,7.0,3.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,United States,"Freetown, Massachusetts",145.0,M,5.8,176.78
d5d3277eeb75417dbf71387e55665bca,Angela Hill,1985-01-12,Overkill,['Alliance MMA'],Strawweight,18.0,14.0,0.0,5.0,1.0,12.0,0.0,0.0,2.0,12.0,0.0,United States,"San Diego, California",115.0,F,5.3,161.54
6db4556b593e4ceaa410b1e46e22ddec,Ketlen Souza,1994-08-18,Esquentadinha,['Carioca Academy'],Strawweight,15.0,5.0,0.0,8.0,2.0,5.0,0.0,2.0,2.0,1.0,0.0,Brazil,"Manaus, Amazonas",115.0,F,5.2,158.5
8789f20641a74160b415b67c33305f4b,Rafael Estevam,1996-08-10,Macapa,['Nova Uniao'],Flyweight,13.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,Brazil,"Macapa, Amapa",125.0,M,5.8,176.78
29b6eb966ee442c4b03cc1b81263e6a1,Jesus Santos Aguilar,1996-03-13,,['Victory Fight Club'],Flyweight,11.0,3.0,0.0,1.0,7.0,3.0,0.0,0.0,2.0,1.0,0.0,Mexico,"Ensenada, Baja California",125.0,M,5.3,161.54
48962005a11b4b5c9b7d01d2b02752aa,Gabriel Bonfim,1997-08-20,Marretinha,['Bonfim Brothers'],Welterweight,17.0,1.0,0.0,3.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,Brazil,"Brasilia, Distrito Federal",170.0,M,6.0,182.88
aa572176206e4b70a68587f043f4a740,Kalinn Williams,1994-03-30,Khaos the Ox Fighter,['Murcielago MMA'],Welterweight,15.0,4.0,0.0,8.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,United States,"Lansing, Michigan",170.0,M,6.0,182.88
5d94686131d94bfda85f861a823ea292,Elijah Smith,2002-09-05,Swift,['Team Victory'],Bantamweight,8.0,1.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,United States,"Colorado Springs, Colorado",135.0,M,5.9,179.83
14af513ae1f142e6be3f0ced9cc8d48f,Valter Walker,1997-12-14,The Clean Monster,['Gor MMA'],Heavyweight,13.0,1.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,Brazil,"Rio de Janeiro, Rio de Janeiro",245.0,M,6.6,201.17
17d36268bc7344338454382a48af3ffe,Jacqueline Cavalcanti,1997-08-29,The Nightmare,"['Syndicate MMA', 'Team Domingos']",Bantamweight,9.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,Portugal,Almada,135.0,F,5.9,179.83
c5532dd5fb1b4a0b85e36d6f1bd15c70,Julia Avila,1988-05-11,Raging Panda,"['All Powers Fitness and Fighting', 'Junkyard Dogs Fight Team']",Bantamweight,9.0,4.0,0.0,4.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,United States,"Bakersfield, California",136.0,F,5.4,164.59
022afbfc97804389899abd3193029a1b,Dricus Du Plessis,1994-01-14,Stillknocks,['Team CIT'],Middleweight,23.0,2.0,0.0,9.0,11.0,3.0,0.0,1.0,1.0,0.0,0.0,South Africa,"Pretoria, Gauteng",185.0,M,6.0,182.88
12318c9faeca441f9da9a985eaaf95ba,Sean Strickland,1991-02-27,Tarzan,['Xtreme Couture'],Middleweight,29.0,7.0,0.0,11.0,4.0,14.0,0.0,2.0,0.0,5.0,0.0,United States,"Anaheim, California",185.0,M,6.1,185.93
12d62f9891d943b2a0ef01a53e9f046c,Weili Zhang,1989-08-13,Magnum,['Fight Ready'],Strawweight,26.0,3.0,0.0,11.0,8.0,7.0,0.0,1.0,0.0,2.0,0.0,China,"Handan, Hebei",115.0,F,5.4,164.59
c8aaa4c635ad4d82b4057f60acfa4b17,Tatiana Suarez,1990-12-19,,['Millennia MMA'],Strawweight,10.0,1.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,United States,"Covina, California",115.0,F,5.5,167.64
26a14dfc6d5a41d98ac62963a5a77b7e,Tallison Teixeira,1999-12-07,Xicao,['Team Lucas Mineiro'],Heavyweight,8.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil,"Vitoria da Conquista, Bahia",262.0,M,6.8,207.26
6fe7f5c17ca544ecbdef72c9c3768a68,Justin Tafa,1993-12-13,Bad Man,['NTG Fight & Fitness'],Heavyweight,7.0,5.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,Australia,"Brisbane, New South Wales",266.0,M,6.0,182.88
5d9060adf4494633a138ffa9feb7e52e,Jimmy Crute,1996-03-04,The Brute,"[""Stewie's House of BJJ""]",Light Heavyweight,12.0,4.0,0.0,5.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,Australia,"Altona Meadows, Victoria",205.0,M,6.2,188.98
b7404a127ace414981cde260320f72e9,Rodolfo Bellato,1996-02-05,Trator,['Knockout Squad'],Light Heavyweight,12.0,2.0,0.0,7.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,Brazil,"Sorocaba, Sao Paulo",205.0,M,6.3,192.02
7b51cae101dd45e4b010b3c79b937c2c,Jake Matthews,1994-08-19,The Celtic Kid,['Nexus'],Welterweight,21.0,7.0,0.0,5.0,8.0,8.0,0.0,1.0,3.0,3.0,0.0,Australia,"Epping, Victoria",170.0,M,5.11,155.75
188b0e47740a4329ab29cae71c6c0584,Francisco Prado,2002-06-16,,['American Top Team'],Welterweight,12.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,Argentina,"San Lorenzo, Santa Fe",170.0,M,5.1,155.45
14537888671e4f8b87a12801545ed518,Gabriel Santos,1996-11-28,Mosquitinho,['Chute Boxe Diego Lima'],Featherweight,12.0,2.0,0.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,Brazil,"Fortaleza, Ceara",145.0,M,5.1,155.45
a476763b355046218dd739c13f7e00f9,Jack Jenkins,1993-03-11,Phar,['Absolute Mixed Martial Arts'],Featherweight,13.0,4.0,0.0,6.0,3.0,4.0,0.0,1.0,3.0,0.0,0.0,Australia,"Melbourne, Victoria",145.0,M,5.7,173.74
9f1da4c7ea154ae8a7e3689785c28642,Tom Nolan,2000-03-08,Big Train,['Team Compton Training Centre'],Lightweight,9.0,1.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,Australia,"Brisbane, Queensland",155.0,M,6.2,188.98
e453da842fb64e8291063ef0ed434626,Viacheslav Borshchev,1992-01-08,Slava,['Team Alpha Male'],Lightweight,8.0,5.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,United States,"Sacramento, California",155.0,M,5.11,155.75
348b2453589a42c89f4d010efde5e3d6,Cong Wang,1992-05-15,The Joker,[],Flyweight,7.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,China,Shanghai,125.0,F,5.7,173.74
ba2c83310f4e41a38e2031978ad9848c,Bruna Brasil,1993-09-07,The Special One,"['Insanis MMA 013', 'The Fighting Nerds']",Flyweight,10.0,5.0,0.0,3.0,2.0,5.0,0.0,3.0,0.0,2.0,0.0,Brazil,"Paranavai, Parana",125.0,F,5.6,170.69
af0e3312ce6840cda85eea2ff85c19d9,Aleksandre Topuria,1996-01-28,El Conquistador,['Climent Club'],Bantamweight,6.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Georgia,,135.0,,5.7,173.74
6f14645577f740829007929030805647,Colby Thicknesse,1999-06-23,Slickness,['Freestyle Fighting Gym'],Bantamweight,7.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,Australia,"Windang, New South Wales",135.0,,5.9,179.83
09d709334e9b458d9ed9d7ddba1056ce,Zhu Rong,2000-03-07,,['City Kickboxing'],Lightweight,26.0,6.0,0.0,15.0,6.0,4.0,1.0,1.0,4.0,1.0,0.0,China,"Aba, Sichuan",156.0,M,5.11,155.75
ccaace53fd5f4759b798e76d38687927,Kody Steele,1995-04-21,,['Syndicate MMA'],Lightweight,7.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,United States,"Austin, Texas",155.0,M,5.9,179.83
8174cb411221423e90f5371a785c08ed,Jonathan Micallef,1999-03-05,The Captain,['Combat 1 MMA'],Welterweight,8.0,1.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,Australia,"Melbourne, Victoria",170.0,M,6.0,182.88
798b68c1b35c4bcb861fe13a0b3921c3,Kevin Jousset,1993-05-02,Air,['City Kickboxing'],Welterweight,10.0,4.0,0.0,4.0,1.0,5.0,0.0,2.0,0.0,2.0,0.0,New Zealand,Auckland,170.0,M,6.2,188.98
7a4d252bef964b569d8a7a3d68e94c02,Quillan Salkilld,1999-12-28,,['Luistro Combat Academy'],Lightweight,8.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,Australia,"Perth, Western Australia",155.0,M,6.0,182.88
ef8e9c6783134c689ad0c15ce8df8fba,Anshul Jubli,1995-01-13,King of Lions,['Tiger Muay Thai'],Lightweight,7.0,2.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,India,Uttarakhand,156.0,M,6.0,182.88
b8b0797b74e54034b0574d54661f8526,Nassourdine Imavov,1995-03-01,The Sniper,['MMA Factory'],Middleweight,16.0,4.0,1.0,7.0,4.0,5.0,0.0,0.0,1.0,3.0,0.0,France,Paris,185.0,M,6.3,192.02
9cf5b5f5a17f47a78c1e2f87f3b7552b,Israel Adesanya,1989-07-22,The Last Stylebender,['City Kickboxing'],Middleweight,24.0,5.0,0.0,16.0,0.0,8.0,0.0,2.0,1.0,2.0,0.0,Nigeria,Lagos,185.0,M,6.4,195.07
0f63aa4679bd47108128525342c6136b,Michael Page,1987-04-07,Venom,['London Shootfighters'],Middleweight,23.0,3.0,0.0,13.0,3.0,7.0,0.0,1.0,0.0,2.0,0.0,England,London,185.0,M,6.3,192.02
8e1ac874b1a74513a13d221fefecee7b,Sharabutdin Magomedov,1994-05-16,Shara Bullet,['GOR MMA'],Middleweight,15.0,1.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,Russia,Dagestan,186.0,M,6.2,188.98
b419439a3ed243188de14049f6475fdf,Sergei Pavlovich,1992-05-13,,['Eagles MMA'],Heavyweight,19.0,3.0,0.0,15.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,Russia,"Rostov-on-Don, Rostov",249.0,M,6.3,192.02
ed4e38d58e044b6aad5ae63d00da7ac3,Jairzinho Rozenstruik,1988-03-17,Bigi Boy,['American Top Team'],Heavyweight,15.0,6.0,0.0,13.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,Suriname,Paramaribo,252.0,M,6.2,188.98
b3eae9aa99474e62a2a2b3a84bed7eda,Vinicius Oliveira,1995-11-30,LokDog,['Sombra Team'],Bantamweight,22.0,3.0,0.0,16.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,Brazil,"Porto Alegre, Rio Grande do Sul",135.0,M,5.9,179.83
bbdbc8caf78a4ad29c3c076986cf24e1,Said Nurmagomedov,1992-04-05,,['Fight Club Akhmat'],Bantamweight,18.0,4.0,0.0,4.0,6.0,8.0,0.0,0.0,0.0,4.0,0.0,Russia,"Makhachkala, Dagestan",135.0,M,5.8,176.78
ef744ab541a344a5bb6e6c4fb5214ce7,Fares Ziam,1997-03-21,Smile Killer,['Kill Cliff FC'],Lightweight,17.0,4.0,0.0,6.0,4.0,7.0,0.0,0.0,3.0,1.0,0.0,France,Venissieux,155.0,M,6.0,182.88
1c64df03b7c34a77b48240fbf123f7f7,Mike Davis,1992-10-07,Beast Boy,['Fusion X-Cel Performance'],Lightweight,11.0,3.0,0.0,7.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,United States,"Cairo, New York",155.0,M,6.0,182.88
0ca7c3fbf30e4c819af6b67e53d75ca1,Muhammadjon Naimov,1994-08-07,Hillman,['Elevation Fight Team'],Featherweight,12.0,3.0,0.0,6.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,Tajikistan,Dushanbe,146.0,M,5.9,179.83
8909688354824b309215b5e02f663cf0,Kaan Ofli,1993-06-19,Genghis,"['XFC Narre Warren', 'Australian Top Team']",Featherweight,11.0,4.0,0.0,2.0,5.0,4.0,0.0,1.0,0.0,3.0,0.0,Australia,"Melbourne, Victoria",145.0,M,5.8,176.78
56b0d2a81fdf491bbc3745146c99cb45,Shamil Gaziev,1990-02-10,,['KHK MMA'],Heavyweight,14.0,1.0,0.0,9.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,Bahrain,Manama,260.0,M,6.3,192.02
20de77a60f0b44f6a35f0663c7fe0248,Terrance McKinney,1994-09-15,T.Wrecks,['Warrior Camp'],Lightweight,16.0,7.0,0.0,8.0,8.0,0.0,0.0,5.0,2.0,0.0,0.0,United States,"Spokane, Washington",155.0,M,5.1,155.45
5521f1aec6d0415591e5299748138583,Damir Hadzovic,1986-08-08,The Bosnian Bomber,['Arte Suave Copenhagen'],Lightweight,14.0,8.0,0.0,7.0,3.0,4.0,0.0,2.0,1.0,5.0,0.0,Bosnia and Herzegovina,Gorazde,155.0,M,5.11,155.75
bea5fec885634ecf98e4b28d30974005,Mayra Bueno Silva,1991-08-22,Sheetara,['American Top Team'],Flyweight,10.0,5.0,1.0,1.0,7.0,2.0,0.0,1.0,0.0,4.0,0.0,Brazil,"Uberlandia, Minas Gerais",125.0,F,5.7,173.74
abf5614938cb40fabc72ae590171426d,Bogdan Grad,1995-09-18,The Unleashed,['ETTL Bros. MMA'],Featherweight,15.0,2.0,0.0,9.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,Austria,Graz,145.0,M,5.8,176.78
bea20f1d9dc34553ae9e5b79b03a8fda,Lucas Alexander,1995-07-28,The Lion,['Fusion X-Cel Performance'],Lightweight,8.0,5.0,0.0,3.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,Brazil,"Rio de Janeiro, Rio de Janeiro",149.0,M,5.11,155.75
d3fe1b1ddb464b33b92ef9cdb653b44a,Hamdy Abdelwahab,1993-01-22,The Hammer,['Killer B Combat Sports Academy'],Heavyweight,6.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,United States,"Queens, New York",260.0,M,6.2,188.98
b8e14a1a2eab4a54b427faaba58ac150,Jamal Pogues,1995-12-01,The Stormtrooper,['Syndicate MMA'],Heavyweight,11.0,5.0,0.0,4.0,1.0,6.0,0.0,1.0,2.0,2.0,0.0,United States,"Victorville, California",264.0,M,6.2,188.98
31127757ada3416b9951ce657fc7c4ff,Islam Makhachev,1991-10-27,,"['Eagles MMA', 'American Kickboxing Academy']",Lightweight,27.0,1.0,0.0,5.0,13.0,9.0,0.0,1.0,0.0,0.0,0.0,Russia,"Makhachkala, Dagestan",155.0,M,5.1,155.45
7aac6e8e8c004785916df6aab66637bd,Renato Carneiro,1989-05-21,Money Moicano,"['First Fight Center', 'American Top Team']",Lightweight,20.0,6.0,0.0,2.0,10.0,8.0,0.0,3.0,2.0,1.0,0.0,Brazil,"Brasilia, Federal District",155.0,M,5.11,155.75
99586795023846d0a8a601b511c8f5b5,Merab Dvalishvili,1991-01-10,The Machine,['Serra-Longo Fight Team'],Bantamweight,19.0,4.0,0.0,3.0,1.0,15.0,0.0,0.0,1.0,3.0,0.0,Georgia,Tbilisi,135.0,M,5.6,170.69
